Experiment,Reference,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Cr2O3,Total,Alk Line,Sub line,Alkalinity (S),Alkalinity (A),Na2O+K2O
FG1-Cm,Thy2006,0.001,0.00001,1107,gl-ol-cp-pl,46.97,5.13,11.07,19.49,0.32,4.37,9.77,2.19,0.63,0.71,,,100.65,3.776,2.39958,-0.42042,0.956,2.82
FG1-Cc,Thy2006,0.001,0.00001,1179,gl,49.42,2.87,13.77,13.45,0.19,6.71,10.94,2.35,0.32,0.28,,,100.3,5.736,3.65888,0.98888,3.066,2.67
FG1-Cc,Thy2006,0.001,0.00001,1161,gl-ol-pl,48.37,3,13.01,14.03,0.21,6.27,10.52,2.37,0.35,0.28,,,98.41,4.896,3.11918,0.39918,2.176,2.72
FG1-Cc,Thy2006,0.001,0.00001,1138,gl-ol-cp-pl,47.47,4.21,11.84,15.84,0.23,5.19,9.88,2.46,0.44,0.42,,,97.98,4.176,2.65658,-0.24342,1.276,2.9
FG1-Dc,Thy2006,0.001,0.00001,1154,gl,48.03,4.12,12.7,15.62,0.3,5.8,9.34,2.81,0.48,0.55,,,99.75,4.624,2.94442,-0.34558,1.334,3.29
FG1-Dc,Thy2006,0.001,0.00001,1144,gl-pl,47.78,4.03,12.86,15.06,0.21,5.42,9.3,2.65,0.49,0.54,,,98.34,4.424,2.81592,-0.32408,1.284,3.14
FG1-Dc,Thy2006,0.001,0.00001,1135,gl-ol-pl,48.13,4.42,12.58,15.81,0.24,5.41,9.4,2.59,0.54,0.53,,,99.65,4.704,2.99582,-0.13418,1.574,3.13
FG1-Dc,Thy2006,0.001,0.00001,1126,gl-ol-pl,48.15,4.71,12.11,16.2,0.18,5.05,9.36,2.61,0.57,0.6,,,99.54,4.72,3.0061,-0.1739,1.54,3.18
FG1-Dc,Thy2006,0.001,0.00001,1117,gl-ol-cp-pl,48.18,5.2,11.56,16.64,0.22,4.78,9.4,2.54,0.58,0.56,,,99.66,4.744,3.02152,-0.09848,1.624,3.12
FG1-Dc,Thy2006,0.001,0.00001,1106,gl-ol-cp-pl,48.45,5.17,11.33,16.91,0.28,4.49,9.02,2.55,0.67,0.59,,,99.46,4.96,3.1603,-0.0597,1.74,3.22
FG1-Dc,Thy2006,0.001,0.00001,1179,gl,48.78,4.33,12.99,14.99,0.22,5.94,9.38,2.39,0.5,0.34,,,99.86,5.224,3.32992,0.43992,2.334,2.89
FG1-Dc,Thy2006,0.001,0.00001,1138,gl-ol-cp-pl,48.6,4.39,12.01,16.87,0.25,5.08,9.76,2.48,0.59,0.36,,,100.39,5.08,3.2374,0.1674,2.01,3.07
B1,Botcharnikov2008,2,0.02,1150,gl,49.81,2.97,14.7,11.77,,6.28,10.99,2.71,0.3,,1.3,,100.83,6.048,3.85934,0.84934,3.038,3.01
B1,Botcharnikov2008,2,0.02,1125,gl-ol,49.33,2.96,14.81,12.27,,5.96,11.25,2.85,0.29,,1.2,,100.92,5.664,3.61262,0.47262,2.524,3.14
B1,Botcharnikov2008,2,0.02,1100,gl-ol-cp-pl,48.79,3.7,13.84,14.08,,4.93,10.01,2.97,0.35,,1.9,,100.57,5.232,3.33506,0.01506,1.912,3.32
B1,Botcharnikov2008,2,0.02,1175,gl,49.35,3.11,15.25,10.69,,6.62,10.34,2.67,0.29,,0.5,,98.82,5.68,3.6229,0.6629,2.72,2.96
B1,Botcharnikov2008,2,0.02,1150,gl,49.87,3.06,15.07,11.09,,6.05,10.88,2.65,0.31,,1.2,,100.18,6.096,3.89018,0.93018,3.136,2.96
B1,Botcharnikov2008,2,0.02,1125,gl-ol-cp,49.95,3.07,15.19,11.27,,5.8,11.12,2.7,0.31,,0.8,,100.21,6.16,3.9313,0.9213,3.15,3.01
B1,Botcharnikov2008,2,0.02,1100,gl-ol-cp-pl,49.95,3.72,14.59,12.78,,5.14,10.16,2.95,0.38,,0.6,,100.27,6.16,3.9313,0.6013,2.83,3.33
B1,Botcharnikov2008,2,0.02,1075,gl-ol-cp-pl,48.63,4.59,13.55,15.12,,4.11,8.98,2.95,0.52,,2,,100.45,5.104,3.25282,-0.21718,1.634,3.47
R6a,Feig2010,2.017,0.02,1140,gl-ol-cp-pl,53.43,0.5,18.53,4.57,,7.39,11.28,3.67,,,,,99.38,8.944,5.72002,2.05002,5.274,3.67
R6a,Feig2010,2.056,0.02,1180,gl-ol-cp-pl,52.3,0.5,17.28,6.93,,7.63,11.77,3.37,0.09,,,,99.86,8.04,5.1392,1.6792,4.58,3.46
HK19,Villiger2004,10,0.5,1300,gl,47.53,0.65,14.45,6.42,0.15,12.49,12.19,1.87,0.07,,,0.34,96.16,4.224,2.68742,0.74742,2.284,1.94
HK19,Villiger2004,10,0.5,1270,gl-ol-sp,48.98,0.55,14.67,6.87,0.15,12.29,12.36,1.65,0.08,,,0.25,97.85,5.384,3.43272,1.70272,3.654,1.73
HK19,Villiger2004,10,0.5,1240,gl-ol-cp-sp,48.17,0.67,15.91,7.13,0.16,11.33,12.67,1.66,0.08,,,0.19,97.97,4.736,3.01638,1.27638,2.996,1.74
HK19,Villiger2004,10,0.5,1210,gl-cp-ox-sp,47.15,0.65,17.76,7.59,0.22,9.79,11.48,2.05,0.09,,,0.09,96.87,3.92,2.4921,0.3521,1.78,2.14
HK19.1,Villiger2004,10,0.5,1180,gl-cp-ox-sp,49.81,0.72,18.53,7.3,0.13,8.54,10.73,2.18,0.12,,,0.08,98.14,6.048,3.85934,1.55934,3.748,2.3
HK19.1,Villiger2004,10,0.5,1150,gl-cp-ox-sp,49.77,0.78,19.36,7.13,0.17,7.38,10.31,2.55,0.15,,,0.03,97.63,6.016,3.83878,1.13878,3.316,2.7
HK19.1,Villiger2004,10,0.5,1120,gl-cp-pl-ox-sp,50.19,0.76,18.88,7.17,0.2,5.96,9.35,2.89,0.17,,,0.02,95.59,6.352,4.05466,0.99466,3.292,3.06
HK19.1,Villiger2004,10,0.5,1090,gl-cp-pl-ox-sp,51.74,0.81,19.46,7.02,0.14,5.1,8.72,3.13,0.19,,,0.02,96.33,7.592,4.85136,1.53136,4.272,3.32
HK19.2,Villiger2004,10,0.5,1330,gl,48,0.5,13.89,6.66,0.17,13.5,11.48,1.61,0.08,,,0.34,96.23,4.6,2.929,1.239,2.91,1.69
HK19.2,Villiger2004,10,0.5,1300,gl-ol,48.44,0.57,13.94,6.61,0.15,13.64,11.38,1.54,0.08,,,0.35,96.7,4.952,3.15516,1.53516,3.332,1.62
fr1,Villiger2004,10,0.5,1270,gl-ol-cp-ox-sp,48.74,0.57,14.26,6.57,0.15,11.95,11.87,1.76,0.1,,,0.24,96.21,5.192,3.30936,1.44936,3.332,1.86
fr2,Villiger2004,10,0.5,1240,gl-cp-ox,50.64,0.71,16.73,7.66,0.15,8.72,11.13,2.3,0.14,,,0.04,98.22,6.712,4.28596,1.84596,4.272,2.44
fr3,Villiger2004,10,0.5,1210,gl-cp-pl-ox-sp,51.64,0.88,17.27,8.4,0.13,6.88,10.26,2.82,0.2,,,0.01,98.49,7.512,4.79996,1.77996,4.492,3.02
fr4.1,Villiger2004,10,0.5,1180,gl-cp-pl-sp,52.24,0.91,17.57,8.2,0.14,5.9,9.34,3.26,0.26,,,0.02,97.84,7.992,5.10836,1.58836,4.472,3.52
fr5,Villiger2004,10,0.5,1150,gl-cp-pl-sp,55.87,1.34,16.02,9.73,0.14,3.74,7.14,3.85,0.54,,,0.01,98.38,10.896,6.97418,2.58418,6.506,4.39
HK19.1,Villiger2007,7,0.5,1240,gl-ol-sp,49.1,0.58,14.93,6.89,0.2,11.44,12.6,1.86,0.08,,,0.29,97.97,5.48,3.4944,1.5544,3.54,1.94
HK19.1,Villiger2007,7,0.5,1210,gl-cp-pl-ox-sp,50.72,0.72,16.91,7.69,0.21,8.72,12.26,2.13,0.11,,,0.1,99.57,6.776,4.32708,2.08708,4.536,2.24
HK19.1,Villiger2007,7,0.5,1180,gl-cp-pl-ox-sp,52.08,1.14,16.76,8.1,0.17,7.05,10.53,2.81,0.17,,,0.06,98.87,7.864,5.02612,2.04612,4.884,2.98
HK19.1,Villiger2007,7,0.5,1150,gl-cp-pl-ox-sp,54.74,1.47,14.86,7.99,0.16,4.7,9.06,3.07,0.31,,,0.04,96.4,9.992,6.39336,3.01336,6.612,3.38
HK19.2,Villiger2007,7,0.5,1270,gl-ol-sp,49.28,0.58,14.31,6.65,0.15,12.6,11.94,1.61,0.09,,,0.31,97.52,5.624,3.58692,1.88692,3.924,1.7
7Fr1,Villiger2007,7,0.5,1240,gl-ol-cp-sp,51.03,0.6,14.84,7.28,0.13,10.67,12.19,1.94,0.14,,,0.19,99.01,7.024,4.48642,2.40642,4.944,2.08
7Fr2,Villiger2007,7,0.5,1210,gl-cp-pl-ox-sp,51.16,0.73,15.95,7.98,0.14,7.92,11.71,2.51,0.21,,,0.05,98.36,7.128,4.55324,1.83324,4.408,2.72
7Fr3,Villiger2007,7,0.5,1180,gl-cp-pl-sp,51.8,0.95,15.77,9.82,0.16,7.2,10.22,2.88,0.31,,,0.02,99.13,7.64,4.8822,1.6922,4.45,3.19
7Fr4,Villiger2007,7,0.5,1150,gl-cp-pl-sp,52.63,1.77,14.78,12.35,0.19,4.32,8.22,3.47,0.74,,,0.02,98.49,8.304,5.30882,1.09882,4.094,4.21
7Fr5,Villiger2007,7,0.5,1120,gl-cp-pl-sp,53.13,2.54,13.65,14.42,0.22,2.9,6.91,3.6,1.25,,,0.02,98.64,8.704,5.56582,0.71582,3.854,4.85
ICPP123-260,Whitaker2007,9.3,0.5,1280,gl-ol,47.12,1.5,15.66,10.37,0.13,9.12,10.93,2.32,0.48,0.26,0.05,,97.94,3.896,2.47668,-0.32332,1.096,2.8
ICPP123-260,Whitaker2007,9.3,0.5,1260,gl-ol-cp,46.04,1.63,16.1,10.49,0.11,8.12,10.21,2.57,0.51,0.34,0.06,,96.18,3.032,1.92156,-1.15844,-0.048,3.08
ICPP123-260,Whitaker2007,9.3,0.5,1240,gl-ol-cp,47.05,1.76,16.81,11.1,0.22,7.59,10.18,2.77,0.63,0.3,0.06,,98.47,3.84,2.4407,-0.9593,0.44,3.4
ICPP123-260,Whitaker2007,9.3,0.5,1220,gl-ol-cp-pl,45.08,2.47,15.9,13.21,0.18,6.46,9.13,3.04,0.81,0.5,0.11,,96.89,2.264,1.42812,-2.42188,-1.586,3.85
ICPP123-260,Whitaker2007,9.3,0.5,1200,gl-ol-cp-pl-sp,43.81,3.37,15.35,14.66,0.18,5.77,8.44,3.25,1.15,0.75,0.21,,96.94,1.248,0.77534,-3.62466,-3.152,4.4
ICPP123-260,Whitaker2007,9.3,0.5,1180,gl-ol-cp-pl-sp,41.88,4.57,14.62,15.13,0.25,5.45,8.14,3.02,1.35,1.27,0.34,,96.02,-0.296,-0.21668,-4.58668,-4.666,4.37
ICPP123-260,Whitaker2007,6.8,0.5,1260,gl-ol,47.54,1.52,15.13,10.57,0.15,9.8,10.8,2.24,0.44,0.26,0.05,,98.5,4.232,2.69256,0.01256,1.552,2.68
ICPP123-260,Whitaker2007,6.8,0.5,1240,gl-ol,48.04,1.62,15.78,10.24,0.15,8.2,11.13,2.39,0.46,0.7,0.05,,98.76,4.632,2.94956,0.09956,1.782,2.85
ICPP123-260,Whitaker2007,6.8,0.5,1220,gl-ol-pl,47.77,1.82,15.84,10.57,0.16,7.76,11.24,2.43,0.51,0.29,0.07,,98.46,4.416,2.81078,-0.12922,1.476,2.94
ICPP123-260,Whitaker2007,6.8,0.5,1200,gl-ol-cp-pl,47.32,2.35,15.17,12.14,0.19,6.81,10.43,2.61,0.66,0.42,0.1,,98.2,4.056,2.57948,-0.69052,0.786,3.27
ICPP123-260,Whitaker2007,6.8,0.5,1180,gl-ol-cp-pl,46.68,2.76,14.2,13.14,0.21,6.1,9.99,2.74,0.96,0.51,0.12,,97.41,3.544,2.25052,-1.44948,-0.156,3.7
ICPP123-260,Whitaker2007,6.8,0.5,1160,gl-ol-cp-pl,45.38,3.24,14.03,13.85,0.22,5.35,9.48,3.2,1.07,0.59,0.17,,96.58,2.504,1.58232,-2.68768,-1.766,4.27
ICPP123-260,Whitaker2007,6.8,0.5,1140,gl-ol-cp-pl,44.48,5.66,12.9,14.96,0.26,4.95,9.11,2.82,1.56,1.19,0.37,,98.26,1.784,1.11972,-3.26028,-2.596,4.38
ICPP123-260,Whitaker2007,4.3,0.5,1260,gl-ol,47.05,1.5,15.66,10.32,0.16,8.97,10.96,2.37,0.48,0.28,0.05,,97.8,3.84,2.4407,-0.4093,0.99,2.85
ICPP123-260,Whitaker2007,4.3,0.5,1240,gl-ol,46.97,1.58,16.22,10.06,0.11,8.29,11.16,2.42,0.47,0.27,0.05,,97.6,3.776,2.39958,-0.49042,0.886,2.89
ICPP123-260,Whitaker2007,4.3,0.5,1220,gl-ol,47.48,1.57,16.31,10.1,0.15,7.92,11.17,2.45,0.46,0.28,0.06,,97.95,4.184,2.66172,-0.24828,1.274,2.91
ICPP123-260,Whitaker2007,4.3,0.5,1200,gl-ol-pl,47.7,1.73,15.88,10.17,0.19,7,11.48,2.54,0.52,0.27,0.08,,97.56,4.36,2.7748,-0.2852,1.3,3.06
ICPP123-260,Whitaker2007,4.3,0.5,1180,gl-ol-cp-pl,47.66,2.75,14.07,12.5,0.22,6,10.68,2.89,0.78,0.46,0.11,,98.12,4.328,2.75424,-0.91576,0.658,3.67
ICPP123-260,Whitaker2007,4.3,0.5,1160,gl-ol-cp-pl,46.18,3.36,13.8,13.02,0.2,5.23,9.91,3.05,1.04,0.67,0.16,,96.62,3.144,1.99352,-2.09648,-0.946,4.09
ICPP123-260,Whitaker2007,4.3,0.5,1140,gl-ol-cp-pl,45.99,4.33,13.34,13.34,0.2,4.72,9.25,3.03,1.37,0.96,0.24,,96.77,2.992,1.89586,-2.50414,-1.408,4.4
ICPP123-260,Whitaker2007,2.8,0.5,1240,gl-ol,48.08,1.47,15.39,10.5,0.16,9.8,10.98,2.36,0.43,0.27,0.05,,99.49,4.664,2.97012,0.18012,1.874,2.79
ICPP123-260,Whitaker2007,2.8,0.5,1220,gl-ol,47.94,1.56,15.74,10.29,0.19,8.85,11.15,2.45,0.46,0.27,0.05,,98.95,4.552,2.89816,-0.01184,1.642,2.91
ICPP123-260,Whitaker2007,2.8,0.5,1200,gl-ol-pl,48.07,1.63,16.16,10.16,0.2,7.72,11.39,2.57,0.5,0.28,0.06,,98.74,4.656,2.96498,-0.10502,1.586,3.07
ICPP123-260,Whitaker2007,2.8,0.5,1180,gl-ol-pl,47.81,1.89,14.86,10.91,0.16,7.01,11.58,2.66,0.56,0.28,0.08,,97.8,4.448,2.83134,-0.38866,1.228,3.22
ICPP123-260,Whitaker2007,2.8,0.5,1160,gl-ol-cp-pl,47.79,2.85,13.95,12.55,0.17,5.73,10.72,3.07,0.88,0.52,0.11,,98.34,4.432,2.82106,-1.12894,0.482,3.95
ICPP123-260,Whitaker2007,2.8,0.5,1140,gl-ol-cp-pl,47.35,3.42,13.37,13.41,0.22,5.18,10.15,3.12,1.05,0.74,0.16,,98.17,4.08,2.5949,-1.5751,-0.09,4.17
ICPP123-260,Whitaker2007,2.8,0.5,1120,gl-ol-cp-pl,48.01,4.17,13.25,13.39,0.23,4.81,9.57,3.47,1.42,0.86,0.26,,99.44,4.608,2.93414,-1.95586,-0.282,4.89
ICPP123-260,Whitaker2007,0.001,0.00001,1250,gl-ol-sp,47.15,1.5,14.74,10.36,0.16,10.21,10.32,2.18,0.35,0.26,,,97.23,3.92,2.4921,-0.0379,1.39,2.53
ICPP123-260,Whitaker2007,0.001,0.00001,1230,gl-ol-sp,47.12,1.49,15.36,10.23,0.17,9.46,10.82,2.24,0.47,0.24,,,97.6,3.896,2.47668,-0.23332,1.186,2.71
ICPP123-260,Whitaker2007,0.001,0.00001,1200,gl-ol-pl-sp,47.34,1.66,15.67,10.07,0.14,8.05,11.29,2.34,0.48,0.29,,,97.33,4.072,2.58976,-0.23024,1.252,2.82
ICPP123-260,Whitaker2007,0.001,0.00001,1180,gl-ol-pl-sp,48.17,1.85,14.52,11.11,0.19,7.4,11.34,2.32,0.55,0.33,,,97.78,4.736,3.01638,0.14638,1.866,2.87
ICPP123-260,Whitaker2007,0.001,0.00001,1150,gl-ol-cp-pl-sp,48.1,2.82,12.78,12.44,0.2,6.25,11.2,2.44,0.74,0.47,,,97.44,4.68,2.9804,-0.1996,1.5,3.18
ICPP123-260,Whitaker2008,4.3,0.5,1220,gl-ol,42.02,1.57,15.66,10.25,0.16,8.78,11.11,2.41,0.44,0.25,0.4,,93.05,-0.184,-0.14472,-2.99472,-3.034,2.85
ICPP123-260,Whitaker2008,4.3,0.5,1200,gl-ol,47.68,1.59,16.28,9.84,0.14,7.48,11.34,2.54,0.46,0.21,0.4,,97.96,4.344,2.76452,-0.23548,1.344,3
ICPP123-260,Whitaker2008,4.3,0.5,1180,gl-ol-cp-pl,48.05,2.09,14.89,10.8,0.2,6.83,11.56,2.6,0.58,0.36,0.5,,98.46,4.64,2.9547,-0.2253,1.46,3.18
ICPP123-260,Whitaker2008,4.3,0.5,1160,gl-ol-cp-pl,47.17,2.4,14.51,11.41,0.25,6.15,10.78,2.79,0.67,0.39,0.6,,97.12,3.936,2.50238,-0.95762,0.476,3.46
ICPP123-260,Whitaker2008,4.3,0.5,1140,gl-ol-cp-pl,46.39,2.67,14.38,14.38,0.21,5.55,9.81,3.01,0.85,0.63,0.8,,98.68,3.312,2.10146,-1.75854,-0.548,3.86
ICPP123-260,Whitaker2008,4.3,0.5,1120,gl-ol-cp-pl,47,3.17,14.21,14.21,0.16,4.88,8.73,3.04,1,0.56,1,,97.96,3.8,2.415,-1.625,-0.24,4.04
ICPP123-260,Whitaker2008,4.3,0.5,1100,gl-ol-cp-pl,47.73,4.42,14.01,14.01,0.21,4.12,9.08,3.15,1.42,0.86,1.8,,100.81,4.384,2.79022,-1.77978,-0.186,4.57
R6a,Feig2006,2.018,0.02,1160,gl-ol-cp-pl,52.06,0.48,16.83,5.88,0.14,7.14,11.42,3.57,0.06,,0.9,,99.88,7.848,5.01584,1.38584,4.218,3.63
R6a,Feig2006,1.015,0.02,1160,gl-ol-cp-pl-sp,52.79,0.42,17.38,5.56,0.14,7.73,12.2,3.3,0.05,,1,,99.27,8.432,5.39106,2.04106,5.082,3.35
R6a,Feig2006,1.015,0.02,1160,gl-ol-cp-pl-sp,53.98,0.47,17.11,5.23,0.15,7.57,11.73,3.35,0.06,,0.8,,99.65,9.384,6.00272,2.59272,5.974,3.41
R6a,Feig2006,1.04,0.02,1140,gl-ol-cp-pl,52.74,0.62,16.06,7.86,0.18,6.43,10.75,3.76,0.07,,1.1,,98.47,8.392,5.36536,1.53536,4.562,3.83
R6a,Feig2006,1.04,0.02,1140,gl-ol-cp-pl,53.06,0.65,16.04,7.83,0.12,6.43,10.91,3.82,0.07,,1.3,,98.93,8.648,5.52984,1.63984,4.758,3.89
R6a,Feig2006,5.01,0.02,1160,gl-ol-cp-pl,52.7,0.81,17.46,8.52,0.2,6.29,9.24,3.92,0.09,,1.3,,99.23,8.36,5.3448,1.3348,4.35,4.01
AH6,Husen2016,1.02,0.02,1150,gl-ol-cp-pl,47.43,1.67,14.21,14.29,0.28,5.6,13.25,3.01,0.26,0,0.05,0.06,100.11,4.144,2.63602,-0.63398,0.874,3.27
AH6,Husen2016,1.03,0.02,1175,gl-ol-cp-pl,48.23,1.16,15.29,11.44,0.2,7.15,13.91,2.44,0.18,0,0.05,0.06,100.11,4.784,3.04722,0.42722,2.164,2.62
AH6,Husen2016,1.02,0.02,1200,gl-ol-pl,47.95,0.93,16.42,9.99,0.21,8.43,13.73,2.22,0.11,0,0.05,0.09,100.13,4.56,2.9033,0.5733,2.23,2.33
AH6,Husen2016,2.02,0.02,1150,gl-ol-cp-pl,45.73,1.87,13.21,16.66,0.33,6.17,12.33,3.34,0.35,0,0.07,0.11,100.17,2.784,1.76222,-1.92778,-0.906,3.69
AH6,Husen2016,2.03,0.02,1175,gl-ol-cp-pl,48.33,1.22,15.21,11.4,0.18,7.49,13.54,2.5,0.14,0,0.08,0.05,100.14,4.864,3.09862,0.45862,2.224,2.64
AH6,Husen2016,2.02,0.02,1200,gl-ol-cp-pl,48.94,1.03,15.63,10.37,0.23,7.81,14.04,2.64,0.12,0,0.07,0.07,100.95,5.352,3.41216,0.65216,2.592,2.76
AH6,Husen2016,2.03,0.02,1225,gl,47.79,0.84,16.93,9.37,0,8.66,13.74,2.38,0.11,0,0.07,0.06,99.95,4.432,2.82106,0.33106,1.942,2.49
AH6,Husen2016,4.02,0.02,1175,gl-ol-cp-pl,46.18,1.63,15.42,14.34,0.25,6.32,12.25,3.38,0.22,0,0.06,0.04,100.09,3.144,1.99352,-1.60648,-0.456,3.6
AH6,Husen2016,4.02,0.02,1200,gl-ol-cp-pl,47.63,1.07,15.99,11.5,0.23,7.74,13.31,2.4,0.14,0,0.1,0.05,100.16,4.304,2.73882,0.19882,1.764,2.54
AH6,Husen2016,4.02,0.02,1225,gl,47.88,0.83,16.88,9.46,0.2,8.46,13.85,2.35,0.11,0,0.11,0.07,100.2,4.504,2.86732,0.40732,2.044,2.46
AH6,Husen2016,7,0.02,1225,gl-ol-cp-pl,47.32,1.15,16.81,12.01,0.22,7.68,12.13,2.53,0.15,0,0.07,0.03,100.1,4.056,2.57948,-0.10052,1.376,2.68
AH3,Husen2016,1.01,0.02,1125,gl-ol-cp-pl,47.6,2.79,13.6,15.23,0.37,4.94,11.11,3.53,0.38,0.44,0.08,0,100.07,4.28,2.7234,-1.1866,0.37,3.91
AH3,Husen2016,1.06,0.02,1150,gl-ol-cp-pl,48.82,2.18,13.84,14.15,0.3,5.61,11.74,3.01,0.35,0,0.08,0,100.08,5.256,3.35048,-0.00952,1.896,3.36
AH3,Husen2016,1.05,0.02,1175,gl-ol-pl,49.59,1.37,15.58,10.64,0.23,7.2,12.59,2.6,0.2,0,0.09,0,100.09,5.872,3.74626,0.94626,3.072,2.8
AH3,Husen2016,1.02,0.02,1200,gl,49.35,1.38,15.7,10.43,0.24,7.78,12.36,2.59,0.17,0,0.08,0,100.08,5.68,3.6229,0.8629,2.92,2.76
AH3,Husen2016,2.03,0.02,1125,gl-ol-cp-pl,47.37,3.12,13.11,16.37,0.29,5.1,10.66,3.55,0.42,0,0.04,0,100.03,4.096,2.60518,-1.36482,0.126,3.97
AH3,Husen2016,2.02,0.02,1150,gl-ol-cp-pl,48.48,2.26,14.38,14.08,0.33,5.54,11.51,3.14,0.3,0,0.06,0,100.08,4.984,3.17572,-0.26428,1.544,3.44
AH3,Husen2016,2.02,0.02,1175,gl-ol-cp-pl,49.39,1.74,14.71,11.99,0.25,6.6,12.28,2.82,0.21,0,0.08,0,100.07,5.712,3.64346,0.61346,2.682,3.03
AH3,Husen2016,2.02,0.02,1200,gl,49.48,1.38,15.61,10.47,0.21,7.84,12.27,2.56,0.17,0,0.08,0,100.07,5.784,3.68972,0.95972,3.054,2.73
AH3,Husen2016,4.01,0.02,1150,gl-ol-cp-pl,46.16,3.5,11.61,18.56,0.3,6.04,10.62,2.77,0.44,0,0.08,0,100.08,3.128,1.98324,-1.22676,-0.082,3.21
AH3,Husen2016,4.02,0.02,1175,gl-ol-cp-pl,48.48,1.99,14.89,12.97,0.28,6.52,11.48,2.85,0.26,0.28,0.07,0,100.07,4.984,3.17572,0.06572,1.874,3.11
AH3,Husen2016,4.02,0.02,1200,gl-ol,49.03,1.41,15.55,10.41,0.23,7.78,12.59,2.64,0.17,0.18,0.08,0,100.07,5.424,3.45842,0.64842,2.614,2.81
AH3,Husen2016,7,0.02,1175,gl-ol-cp-pl,45.61,3.2,14.45,17.62,0.32,5,9.69,3.29,0.41,0,0.08,0,99.67,2.688,1.70054,-1.99946,-1.012,3.7
AH3,Husen2016,7,0.02,1200,gl-ol-pl,47.64,1.92,15.75,13.6,0.29,6.75,10.5,3.07,0.27,0.21,0.12,0,100.12,4.312,2.74396,-0.59604,0.972,3.34
AH3,Husen2016,7,0.02,1225,gl-cp,49.49,1.44,16.22,10.58,0.19,7.24,11.82,2.76,0.19,0.08,0.11,0,100.12,5.792,3.69486,0.74486,2.842,2.95
AH5,Husen2016,1.01,0.02,1125,gl-cp-pl,49.38,2.58,12.96,15.53,0.47,5,10.51,3.26,0.31,0,0.05,0,100.05,5.704,3.63832,0.06832,2.134,3.57
AH5,Husen2016,1.02,0.02,1150,gl-cp,50.55,1.9,13.7,12.26,0.45,6.37,11.82,2.72,0.23,0,0.05,0,100.05,6.64,4.2397,1.2897,3.69,2.95
AH5,Husen2016,1.03,0.02,1175,gl,50.36,1.91,13.81,12.46,0.39,6.38,11.84,2.63,0.22,0,0.08,0,100.08,6.488,4.14204,1.29204,3.638,2.85
AH5,Husen2016,1.02,0.02,1200,gl,50.4,1.93,13.74,12.64,0.37,6.48,11.59,2.64,0.22,0,0.08,0,100.09,6.52,4.1626,1.3026,3.66,2.86
AH5,Husen2016,2.03,0.02,1125,gl-ol-cp-pl,49.06,2.86,12.65,16.22,0.49,4.79,10.05,3.02,0.34,0.52,0.09,0,100.09,5.448,3.47384,0.11384,2.088,3.36
AH5,Husen2016,2.02,0.02,1150,gl-cp-pl,50.12,1.98,14.02,13,0.4,6.07,11.26,2.9,0.25,0,0.08,0,100.08,6.296,4.01868,0.86868,3.146,3.15
AH5,Husen2016,2.02,0.02,1175,gl,50.19,1.9,13.65,12.56,0.38,6.48,11.72,2.62,0.2,0.3,0.07,0,100.07,6.352,4.05466,1.23466,3.532,2.82
AH5,Husen2016,2.02,0.02,1200,gl,50.51,1.91,13.71,12.63,0.36,6.45,11.57,2.64,0.22,0,0.08,0,100.08,6.608,4.21914,1.35914,3.748,2.86
AH5,Husen2016,4.02,0.02,1125,gl-ol-cp-pl,46.26,4.1,11.93,20.07,0.59,4.04,9.16,2.93,0.41,0.51,0.08,0,100.08,3.208,2.03464,-1.30536,-0.132,3.34
AH5,Husen2016,4.01,0.02,1150,gl-cp-pl,48.69,2.58,13.51,16.22,0.47,5.34,9.9,2.99,0.31,0,0.08,0,100.09,5.152,3.28366,-0.01634,1.852,3.3
AH5,Husen2016,4.02,0.02,1175,gl-cp,50.09,1.98,14.34,12.61,0.4,6,11.4,2.69,0.22,0.29,0.08,0,100.1,6.272,4.00326,1.09326,3.362,2.91
AH5,Husen2016,4.02,0.02,1200,gl,50.04,1.94,13.7,12.45,0.39,6.57,11.81,2.64,0.22,0.23,0.12,0,100.11,6.232,3.97756,1.11756,3.372,2.86
AH5,Husen2016,6.98,0.02,1150,gl-cp-pl,46.2,3.8,14.3,18.84,0.47,3.26,9.04,3.05,0.42,0.63,0.08,0,100.09,3.16,2.0038,-1.4662,-0.31,3.47
AH5,Husen2016,7,0.02,1175,gl-cp-pl,47.92,3,13.14,17.26,0.45,4.87,9.66,2.95,0.33,0.42,0.07,0,100.07,4.536,2.88788,-0.39212,1.256,3.28
AH5,Husen2016,7,0.02,1200,gl-cp,49.88,2.11,14.67,12.83,0.41,5.64,10.99,2.99,0.24,0.24,0.14,0,100.14,6.104,3.89532,0.66532,2.874,3.23
AH5,Husen2016,7,0.02,1225,gl,50.63,1.92,13.7,12.67,0.39,6.19,11.61,2.66,0.23,0,0.09,0,100.09,6.704,4.28082,1.39082,3.814,2.89
AH6,Husen2016,1.02,,1100,gl-ol-cp-pl-ox,47.1,1.83,15.53,15.22,0.21,5,11.31,3.51,0.29,0,0.59,0.02,100.61,3.88,2.4664,-1.3336,0.08,3.8
